Subject,Keyboard,Posture,Posture_Order,Trial,WPM,Error_Rate
6,iPhone,Stand,2,16,29.66,0.06
6,iPhone,Stand,2,17,26.24,0.05
6,iPhone,Stand,2,18,24.21,0.03
6,iPhone,Stand,2,19,22.01,0.03
6,iPhone,Stand,2,20,30.68,0.03
6,iPhone,Walk,1,1,12.96,0.04
6,iPhone,Walk,1,2,17.46,0.05
6,iPhone,Walk,1,3,25.81,0.04
6,iPhone,Walk,1,4,23.54,0.03
6,iPhone,Walk,1,5,31.68,0.04
6,iPhone,Walk,1,6,12.49,0.03
6,iPhone,Walk,1,7,18.62,0.06
6,iPhone,Walk,1,8,13.31,0.03
6,iPhone,Walk,1,9,23.96,0.05
6,iPhone,Walk,1,10,19.85,0.04
6,iPhone,Walk,1,11,28.53,0.07
6,iPhone,Walk,1,12,15.82,0.04
6,iPhone,Walk,1,13,26.65,0.01
6,iPhone,Walk,1,14,27.04,0.05
6,iPhone,Walk,1,15,15.89,0.05
6,iPhone,Walk,1,16,10.29,0.07
6,iPhone,Walk,1,17,25.37,0.06
6,iPhone,Walk,1,18,12.02,0.04
6,iPhone,Walk,1,19,15.61,0.02
6,iPhone,Walk,1,20,20.2,0.01
7,iPhone,Sit,1,1,22.28,0.02
7,iPhone,Sit,1,2,28.15,0.02
7,iPhone,Sit,1,3,19.59,0
7,iPhone,Sit,1,4,24.65,0.02
7,iPhone,Sit,1,5,21.65,0.03
7,iPhone,Sit,1,6,26.52,0
7,iPhone,Sit,1,7,23.45,0.01
7,iPhone,Sit,1,8,17.77,0.01
7,iPhone,Sit,1,9,22.53,0.02
7,iPhone,Sit,1,10,21.17,0
7,iPhone,Sit,1,11,17.66,0.03
7,iPhone,Sit,1,12,22.46,0.03
7,iPhone,Sit,1,13,22.25,0.02
7,iPhone,Sit,1,14,18.68,0.02
7,iPhone,Sit,1,15,22.65,0
7,iPhone,Sit,1,16,22.8,0.02
7,iPhone,Sit,1,17,22.25,0
7,iPhone,Sit,1,18,19.05,0.02
7,iPhone,Sit,1,19,20.8,0.03
7,iPhone,Sit,1,20,25.74,0.01
7,iPhone,Stand,2,1,17.15,0.01
7,iPhone,Stand,2,2,29.59,0.03
7,iPhone,Stand,2,3,24.72,0.04
7,iPhone,Stand,2,4,21.88,0.04
7,iPhone,Stand,2,5,28.77,0.05
7,iPhone,Stand,2,6,26.38,0.02
7,iPhone,Stand,2,7,28.05,0.05
7,iPhone,Stand,2,8,25.66,0
7,iPhone,Stand,2,9,25.37,0.01
7,iPhone,Stand,2,10,23.46,0.02
7,iPhone,Stand,2,11,23.12,0.05
7,iPhone,Stand,2,12,21.11,0.04
7,iPhone,Stand,2,13,25.98,0.02
7,iPhone,Stand,2,14,21.93,0.02
7,iPhone,Stand,2,15,31.91,0.05
7,iPhone,Stand,2,16,23.93,0.07
7,iPhone,Stand,2,17,29.38,0.01
7,iPhone,Stand,2,18,28.64,0.05
7,iPhone,Stand,2,19,26.13,0.03
7,iPhone,Stand,2,20,24.44,0.01
7,iPhone,Walk,3,1,22.82,0.07
7,iPhone,Walk,3,2,15.16,0.04
7,iPhone,Walk,3,3,8.6,0.04
7,iPhone,Walk,3,4,18.5,0.04
7,iPhone,Walk,3,5,15.38,0.04
7,iPhone,Walk,3,6,23.54,0.06
7,iPhone,Walk,3,7,17.18,0.06
7,iPhone,Walk,3,8,15.4,0.04
7,iPhone,Walk,3,9,18.35,0.03
7,iPhone,Walk,3,10,15.19,0.02
7,iPhone,Walk,3,11,18.21,0.04
7,iPhone,Walk,3,12,14.99,0.03
7,iPhone,Walk,3,13,20.99,0.02
7,iPhone,Walk,3,14,21.45,0
7,iPhone,Walk,3,15,14.76,0.05
7,iPhone,Walk,3,16,22.07,0.05
7,iPhone,Walk,3,17,14.36,0.02
7,iPhone,Walk,3,18,15.88,0.03
7,iPhone,Walk,3,19,16.87,0.06
7,iPhone,Walk,3,20,20.56,0.01
8,iPhone,Sit,1,1,18.63,0.02
8,iPhone,Sit,1,2,18.08,0
8,iPhone,Sit,1,3,19.35,0.02
8,iPhone,Sit,1,4,28.55,0.01
8,iPhone,Sit,1,5,22.24,0.01
8,iPhone,Sit,1,6,18.95,0.07
8,iPhone,Sit,1,7,20.4,0.05
8,iPhone,Sit,1,8,25.17,0.04
8,iPhone,Sit,1,9,17.3,0.03
8,iPhone,Sit,1,10,21.05,0.02
8,iPhone,Sit,1,11,19.51,0.05
8,iPhone,Sit,1,12,22.37,0.03
8,iPhone,Sit,1,13,18.77,0.03
8,iPhone,Sit,1,14,22.05,0.01
8,iPhone,Sit,1,15,19.74,0.01
8,iPhone,Sit,1,16,19.18,0.01
8,iPhone,Sit,1,17,21.12,0.02
8,iPhone,Sit,1,18,17.67,0.03
8,iPhone,Sit,1,19,21.55,0.01
8,iPhone,Sit,1,20,19.78,0
8,iPhone,Stand,3,1,29,0.03
8,iPhone,Stand,3,2,25.74,0.03
8,iPhone,Stand,3,3,26.79,0.01
8,iPhone,Stand,3,4,31.76,0.04
8,iPhone,Stand,3,5,16.69,0.01
8,iPhone,Stand,3,6,22.73,0.06
8,iPhone,Stand,3,7,23.79,0.08
8,iPhone,Stand,3,8,28.53,0.05
8,iPhone,Stand,3,9,29.32,0.03
8,iPhone,Stand,3,10,31.9,0.02
8,iPhone,Stand,3,11,22.14,0.01
8,iPhone,Stand,3,12,24.99,0.02
8,iPhone,Stand,3,13,26.98,0.01
8,iPhone,Stand,3,14,26.28,0.01
8,iPhone,Stand,3,15,29.2,0.01
8,iPhone,Stand,3,16,24.87,0.03
8,iPhone,Stand,3,17,14.81,0.02
8,iPhone,Stand,3,18,23.44,0.02
8,iPhone,Stand,3,19,20.89,0.04
8,iPhone,Stand,3,20,23.01,0.04
8,iPhone,Walk,2,1,23.87,0.02
8,iPhone,Walk,2,2,21.74,0.01
8,iPhone,Walk,2,3,29.63,0.02
8,iPhone,Walk,2,4,15.56,0.06
8,iPhone,Walk,2,5,17.72,0.03
8,iPhone,Walk,2,6,24.57,0.01
8,iPhone,Walk,2,7,14.64,0.04
8,iPhone,Walk,2,8,26.62,0.03
8,iPhone,Walk,2,9,19.56,0.06
8,iPhone,Walk,2,10,15.91,0.06
8,iPhone,Walk,2,11,20.3,0.02
8,iPhone,Walk,2,12,20.41,0.04
8,iPhone,Walk,2,13,21.33,0.06
8,iPhone,Walk,2,14,26.66,0.02
8,iPhone,Walk,2,15,26.08,0.05
8,iPhone,Walk,2,16,20.63,0.05
8,iPhone,Walk,2,17,15.07,0.06
8,iPhone,Walk,2,18,20.22,0.04
8,iPhone,Walk,2,19,20.44,0.02
8,iPhone,Walk,2,20,11.52,0.01
9,iPhone,Sit,2,1,18.29,0
9,iPhone,Sit,2,2,17.46,0.02
9,iPhone,Sit,2,3,24.18,0.02
9,iPhone,Sit,2,4,26.37,0.02
9,iPhone,Sit,2,5,23.72,0.02
9,iPhone,Sit,2,6,23.54,0.02
9,iPhone,Sit,2,7,20.82,0.01
9,iPhone,Sit,2,8,22.36,0.04
9,iPhone,Sit,2,9,20.06,0.01
9,iPhone,Sit,2,10,19.14,0.01
9,iPhone,Sit,2,11,25.88,0.02
9,iPhone,Sit,2,12,19.3,0.03
9,iPhone,Sit,2,13,21.03,0.02
9,iPhone,Sit,2,14,19.01,0.03
9,iPhone,Sit,2,15,17.45,0.04
9,iPhone,Sit,2,16,22.63,0.01
9,iPhone,Sit,2,17,20.26,0.04
9,iPhone,Sit,2,18,22.87,0
9,iPhone,Sit,2,19,18.55,0.03
9,iPhone,Sit,2,20,17.54,0.02
9,iPhone,Stand,1,1,25.29,0.06
9,iPhone,Stand,1,2,26.11,0.03
9,iPhone,Stand,1,3,30.41,0.02
9,iPhone,Stand,1,4,19.46,0.01
9,iPhone,Stand,1,5,30.45,0.01
9,iPhone,Stand,1,6,21.04,0
9,iPhone,Stand,1,7,23.77,0.04
9,iPhone,Stand,1,8,25.15,0.01
9,iPhone,Stand,1,9,22.22,0
9,iPhone,Stand,1,10,24.47,0.06
9,iPhone,Stand,1,11,30.16,0.04
9,iPhone,Stand,1,12,23.98,0.05
9,iPhone,Stand,1,13,23.88,0.04
9,iPhone,Stand,1,14,27.3,0.03
9,iPhone,Stand,1,15,21.37,0.04
9,iPhone,Stand,1,16,18.14,0.03
9,iPhone,Stand,1,17,10.76,0.01
9,iPhone,Stand,1,18,15.57,0.05
9,iPhone,Stand,1,19,24.26,0.07
9,iPhone,Stand,1,20,23.26,0.02
9,iPhone,Walk,3,1,14.72,0.04
9,iPhone,Walk,3,2,15.73,0.05
9,iPhone,Walk,3,3,17.97,0.09
9,iPhone,Walk,3,4,17.09,0.06
9,iPhone,Walk,3,5,16.81,0.01
9,iPhone,Walk,3,6,25.52,0.07
9,iPhone,Walk,3,7,15.18,0.02
9,iPhone,Walk,3,8,3.76,0.06
9,iPhone,Walk,3,9,21.83,0.08
9,iPhone,Walk,3,10,10.62,0.01
9,iPhone,Walk,3,11,21.63,0.05
9,iPhone,Walk,3,12,14.09,0
9,iPhone,Walk,3,13,13.22,0.02
9,iPhone,Walk,3,14,20.3,0.05
9,iPhone,Walk,3,15,17.08,0.04
9,iPhone,Walk,3,16,24.66,0.03
9,iPhone,Walk,3,17,22.39,0.07
9,iPhone,Walk,3,18,16.16,0.04
9,iPhone,Walk,3,19,17.84,0.02
9,iPhone,Walk,3,20,25.26,0.03
10,iPhone,Sit,2,1,15.83,0.02
10,iPhone,Sit,2,2,22.71,0
10,iPhone,Sit,2,3,18.16,0.02
10,iPhone,Sit,2,4,20.17,0.02
10,iPhone,Sit,2,5,18.55,0
10,iPhone,Sit,2,6,27.97,0.01
10,iPhone,Sit,2,7,19.56,0.05
10,iPhone,Sit,2,8,22.66,0.01
10,iPhone,Sit,2,9,23.41,0.03
10,iPhone,Sit,2,10,20.13,0.05
10,iPhone,Sit,2,11,13.57,0.03
10,iPhone,Sit,2,12,22.51,0.02
10,iPhone,Sit,2,13,22.47,0
10,iPhone,Sit,2,14,20.67,0.02
10,iPhone,Sit,2,15,20.68,0.02
10,iPhone,Sit,2,16,24.34,0.02
10,iPhone,Sit,2,17,15.74,0.02
10,iPhone,Sit,2,18,19.25,0.03
10,iPhone,Sit,2,19,16.77,0.03
10,iPhone,Sit,2,20,18.68,0.01
10,iPhone,Stand,3,1,24.49,0.02
10,iPhone,Stand,3,2,15.49,0.02
10,iPhone,Stand,3,3,22.21,0.05
10,iPhone,Stand,3,4,17.36,0.05
10,iPhone,Stand,3,5,20.6,0.02
10,iPhone,Stand,3,6,24.52,0.04
10,iPhone,Stand,3,7,24.37,0.01
10,iPhone,Stand,3,8,24.37,0.01
10,iPhone,Stand,3,9,22.67,0.01
10,iPhone,Stand,3,10,24.13,0.03
10,iPhone,Stand,3,11,18.01,0.04
10,iPhone,Stand,3,12,24.82,0.07
10,iPhone,Stand,3,13,25.65,0.03
10,iPhone,Stand,3,14,27.88,0.03
10,iPhone,Stand,3,15,25,0.03
10,iPhone,Stand,3,16,21.49,0
10,iPhone,Stand,3,17,16.45,0.02
10,iPhone,Stand,3,18,18.38,0.03
10,iPhone,Stand,3,19,30.67,0.02
10,iPhone,Stand,3,20,19.52,0.02
10,iPhone,Walk,1,1,19.71,0.02
10,iPhone,Walk,1,2,14.16,0.02
10,iPhone,Walk,1,3,14.88,0.01
10,iPhone,Walk,1,4,13.54,0.07
10,iPhone,Walk,1,5,20.35,0.06
10,iPhone,Walk,1,6,28.97,0.03
10,iPhone,Walk,1,7,20.89,0.05
10,iPhone,Walk,1,8,23.17,0.05
10,iPhone,Walk,1,9,18.7,0.05
10,iPhone,Walk,1,10,23.74,0.05
10,iPhone,Walk,1,11,19.45,0.05
10,iPhone,Walk,1,12,21.39,0.02
10,iPhone,Walk,1,13,19.73,0.01
10,iPhone,Walk,1,14,13.97,0.05
10,iPhone,Walk,1,15,21.62,0.02
10,iPhone,Walk,1,16,12.63,0.03
10,iPhone,Walk,1,17,17.62,0.06
10,iPhone,Walk,1,18,14.12,0.05
10,iPhone,Walk,1,19,26.45,0.09
10,iPhone,Walk,1,20,14.41,0.01
11,iPhone,Sit,3,1,26.01,0.02
11,iPhone,Sit,3,2,25.27,0.02
11,iPhone,Sit,3,3,22.38,0
11,iPhone,Sit,3,4,22.11,0.01
11,iPhone,Sit,3,5,21.84,0.02
11,iPhone,Sit,3,6,22.21,0.03
11,iPhone,Sit,3,7,17.6,0.04
11,iPhone,Sit,3,8,21.8,0.02
11,iPhone,Sit,3,9,24.64,0.02
